region,year,life_expectancy,undernourishment,co2,health_exp_pct,education_exp_pct,unemployment,corruption,sanitation,injuries,communicable,non_communicable
Europe & Central Asia,2009,75.98133259423504,3.021951219512195,101182.55788226462,8.068304130476191,5.436169385910034,10.162790686585181,2.5714285714285716,69.35803922384616,469942.91568181815,327040.635,4009392.8831818183
Europe & Central Asia,2010,76.27746840354767,2.9146341463414633,104836.7440922316,7.957516346190475,5.26641967717339,11.049139510753548,2.642857142857143,70.08619815666667,459218.66727272724,319362.7620454546,3993381.090454546
Europe & Central Asia,2011,76.66842294900222,2.84390243902439,102877.20882338152,7.807878704418605,5.039478891425663,11.037348813788839,2.9166666666666665,70.84606517871795,449636.8870454546,312667.39931818185,3982235.0575
Europe & Central Asia,2012,76.8591746119734,2.8146341463414637,101630.46518314719,7.906432040697674,4.922670862253974,11.410302361776662,3.0,71.60453924589744,442370.47977272724,307037.55886363634,3990587.9465909093
Europe & Central Asia,2013,77.17516075388026,2.8048780487804876,99881.39537323358,7.937484586744185,5.2182035165674545,11.495906951815588,3.0,72.34685560128204,435043.83295454545,298599.1879545454,3988864.5193181816
Europe & Central Asia,2014,77.4809756097561,2.8,93428.14031867095,7.916076465581395,5.065622315687292,11.02300004071967,2.5,73.09155763794872,438039.58499999996,295433.6779545455,3981854.5665909094
Europe & Central Asia,2015,77.47811696230599,2.8048780487804876,92876.51055912641,7.938510213488372,5.070619722207386,10.424720941587932,2.3333333333333335,73.82335446205128,447720.16545454547,296748.09,4072875.1325000003
Europe & Central Asia,2016,77.72158259423503,2.8,93325.58135930884,7.956646542093023,5.117926337502221,9.628813965376027,2.3333333333333335,74.5323463325641,444401.7354545454,292024.9606818182,4070444.7011363637
Europe & Central Asia,2017,77.83629988913526,2.778048780487805,93271.39544764231,7.863740920465116,4.973727530241012,8.678325558817667,2.3333333333333335,75.18422869025642,444415.73613636364,285999.97045454546,4088915.529318182
Europe & Central Asia,2018,77.98967849223948,2.753658536585366,92090.46611675,7.850802671162791,4.985394896687689,7.856767454812689,2.3333333333333335,75.70666822948718,445307.8963636364,281252.85113636364,4126285.2195454543
Europe & Central Asia,2019,78.21205044345899,2.770731707317073,88528.83736200116,8.024383006666667,4.316803356011708,7.234627862309299,2.3333333333333335,76.99389932105264,447298.00272727275,277157.69977272727,4155584.211590909
Latin America & Caribbean,2001,71.60635104529617,13.724,41134.07407407407,5.789423475185185,4.6412212550640115,8.452769215290365,,34.05187694214286,852578.0721428571,1353777.4635714288,3282485.4860714287
Latin America & Caribbean,2002,72.03907064760304,13.157692307692308,39662.857506158085,5.859975422857143,4.32332998827884,8.68596151241889,,34.432899438571425,840785.1220689655,1271383.656551724,3237378.0037931036
Latin America & Caribbean,2003,72.12454355400698,13.7,42077.03717218503,5.884018121481482,4.2999804898312215,8.3959999359571,,34.93664735714286,843552.5942857142,1283749.104642857,3417631.224642857
Latin America & Caribbean,2004,72.35760191637631,13.648,44035.555674522046,5.875490593333333,4.510396655400592,7.92115383423292,,35.53973155571428,853340.7024999999,1247481.7042857143,3471979.568571429
Latin America & Caribbean,2005,72.5841106271777,13.264,45400.37081859728,5.903737067777777,4.848650872707365,7.610000060154836,3.0833333333333335,36.09837944214286,837418.4035714286,1214386.7996428572,3519066.342142857
Latin America & Caribbean,2006,72.80519076655052,12.572000000000001,46962.962117460054,5.87415229925926,4.124008357524873,7.147692336485933,3.0833333333333335,36.659899455,839802.2785714285,1181907.3496428572,3570733.576071429
Latin America & Caribbean,2007,73.01874477351916,12.2,48864.814458070025,6.057883687407407,4.342820644378662,6.719961478159979,3.0833333333333335,37.25233934285715,843429.5832142858,1153800.350357143,3624178.882857143
Latin America & Caribbean,2008,73.21274738675959,11.948,50167.036537770895,6.189374226666667,5.183009965079174,6.720538483216216,3.0833333333333335,37.818436129285715,863383.2810714286,1128065.5339285715,3690802.887142857
Latin America & Caribbean,2009,73.42921428571428,11.24,48818.88873709575,6.593684822962962,5.241268698374431,7.565269245551182,3.1666666666666665,38.39079148785714,883950.8703571428,1110182.6660714287,3768983.0317857144
Latin America & Caribbean,2010,73.64300348432054,10.492,51985.92557178604,6.521198078518518,5.364066851766485,7.169115378306462,3.0,38.967783104285715,1368504.3657142858,1090312.8725,3820857.126785714
Latin America & Caribbean,2011,73.85259494773518,9.78,54498.518164511064,6.552467540370371,4.649180019603056,7.0176538412387535,3.0,39.56195780714285,889723.9639285716,1074344.5596428572,3874528.685714286
Latin America & Caribbean,2012,74.05630662020906,9.576,56424.07520722458,6.5115521925925925,4.673614009221395,6.89499999009646,3.0,40.197137865,900811.7553571429,1035152.2332142858,3933026.855
Latin America & Caribbean,2013,74.2531550522648,9.396,58046.2958901017,6.5394860022222225,5.0546619551522385,6.878807773956888,3.1666666666666665,40.84125145714285,899788.6403571429,1021833.5149999999,4011165.612142857
Latin America & Caribbean,2014,74.44244512195122,9.224,58430.740212952674,6.684778602222223,5.105977431587551,6.856230744948754,3.1666666666666665,41.492656537857144,895446.9542857142,997821.4003571429,4073465.9525
Latin America & Caribbean,2015,74.62451742160279,9.112,58652.2225969368,6.904934389259259,4.798875250816346,6.776230775392973,3.0833333333333335,42.149322881428574,894606.7385714286,976758.0864285714,4145126.546071429
Latin America & Caribbean,2016,74.79942770034843,8.972000000000001,57504.07364302212,6.9116818651851855,4.7112501959005995,6.979346165290249,3.0,42.810301419285715,894845.1092857142,959290.1267857143,4242510.537857143
Latin America & Caribbean,2017,74.96855487804878,8.892000000000001,57089.999288320556,6.914738266666666,4.567656700427716,6.760038485893836,3.0,42.85717757923077,910075.8196428571,936756.5378571429,4319540.057857143
Latin America & Caribbean,2018,75.13325696864112,8.8,55909.25876961813,7.004214498888889,4.613688556047586,6.801538467407228,3.0,43.53232084538461,899506.3192857142,916215.3257142857,4389907.852142857
Latin America & Caribbean,2019,75.29505400696864,8.988,55984.814342525286,7.164244175925926,4.441050265964708,6.963153843696303,2.9,44.25093295,888955.8610714285,899091.5671428571,4463359.779642857
Middle East & North Africa,2001,72.5838887195122,9.838461538461539,53125.0,4.900355976,5.593493789434431,10.417374841868876,,51.93079530528571,442761.231875,736008.728125,1598318.876875
Middle East & North Africa,2002,72.79020274390244,9.515384615384615,55157.50054456294,5.005487600666667,5.528678947024874,10.43631258979441,,53.688250507599996,446215.47375,714103.650625,1626622.248125
Middle East & North Africa,2003,73.00188262195122,9.238461538461538,56809.99919213356,4.826182111875,6.071353316307067,10.35393756255507,,54.06917126,514309.4075,695490.80625,1660713.631875
Middle East & North Africa,2004,73.28993750000001,8.992307692307692,59388.750905171044,4.6396263975,5.367233329349094,9.875937469303617,,54.45573669266666,513072.94125,671256.569375,1691204.2125
Middle East & North Africa,2005,73.5052012195122,8.615384615384615,61998.75096604231,4.382423624375,4.912658953666687,9.569437518715864,2.5,54.91045279,512262.564375,646784.035,1724251.9818749998
Middle East & North Africa,2006,73.74741768292684,8.284615384615385,65204.999696463354,4.3572334575,4.89185893535614,9.18062502145767,2.5,55.36920582133333,571165.225,623656.3175,1760518.1981249999
Middle East & North Africa,2007,73.96903506097561,8.03076923076923,67371.8745987863,4.4466508625,4.8947544892628985,9.062374979257577,2.5,55.929431015333336,613867.4968750001,603280.8975,1806684.379375
Middle East & North Africa,2008,74.18236280487805,7.799999999999999,73270.00018768013,4.35455645625,4.298984614285557,8.604999940842392,2.5,56.488972464,532224.8568749999,586682.95375,1855750.713125
Middle East & North Africa,2009,74.43658384146342,7.438461538461539,75728.7502568215,4.97999362625,4.386166388338262,8.641624916344881,2.5,57.27860904533333,516047.15750000003,570036.818125,1901450.93875
Middle East & North Africa,2010,74.70475,7.046153846153846,81220.00010311611,4.75372012,4.248453338940939,8.548250030726201,2.5,58.06670007466666,509016.43125,553091.029375,1943615.444375
Middle East & North Africa,2011,74.84990243902439,6.738461538461538,83334.99996177852,4.92839189625,4.539328694343569,8.819937441498048,2.5,58.85351633933333,542899.0456249999,536137.93,1991281.96625
Middle East & North Africa,2012,75.0370762195122,6.561538461538461,90654.37440574169,4.856251057333334,4.189961254596711,8.740624962374564,2.5,59.635191966,527322.453125,520131.68250000005,2042250.44375
Middle East & North Africa,2013,75.3092774390244,6.261538461538462,92638.12503591181,4.923075660666667,4.638745599322851,8.680375071242457,2.5,60.415892258,567365.769375,506431.17,2102443.873125
Middle East & North Africa,2014,75.5245625,6.130769230769231,95986.25097610058,5.165250126,4.490713715553284,8.70487494487316,2.5,61.19589274,674078.62125,492509.08125,2152791.705625
Middle East & North Africa,2015,75.6994862804878,6.130769230769231,99198.75020347533,5.456459919333333,4.282878422737122,8.735000113956636,2.5,61.96510929866667,645511.99,477119.693125,2205705.55375
Middle East & North Africa,2016,75.94331097560976,6.230769230769231,100038.12393732369,5.490857171333333,5.1862052570689805,8.763437556102868,2.5,62.73389988666666,648141.6925,460860.361875,2258319.2756250002
Middle East & North Africa,2017,76.12466006097561,6.369230769230769,100494.37519349165,5.576039140000001,4.746446728706361,9.026562453247614,2.5,63.51848055266667,622856.3675,443021.66875,2314249.241875
Middle East & North Africa,2018,76.3155137195122,6.438461538461539,98647.49927259983,5.5658313753333335,4.751337862014772,9.009312442503871,2.5,64.07335890933334,526037.480625,424444.814375,2376001.83125
Middle East & North Africa,2019,76.49883841463415,6.907692307692307,101741.2519473583,5.542897765999999,4.507864475250244,8.911999999079848,2.5,64.55860185133334,515182.160625,410864.373125,2439183.81875
North America,2001,78.02032520325204,2.5,3127440.0,10.894224645000001,4.95303010940552,5.97499990463257,,87.57395656,3376547.5366666666,1835388.9266666668,27255065.166666668
North America,2002,78.17154471544715,2.5,3058689.8803710938,11.419277189999999,4.99308013916016,6.7200000286102295,,87.60603639499999,3334359.3066666666,1846311.6066666665,27580652.713333335
North America,2003,78.37073170731708,2.5,3101765.106201172,11.754770279999999,1.6662700176239,6.77999997138977,,87.864428025,3355349.366666667,1856049.5266666666,27813714.11333333
North America,2004,78.6219512195122,2.5,3137355.010986328,11.830545425,1.77587997913361,6.360000133514404,,88.12287306,3350009.6766666663,1842325.946666667,27864808.55333333
North America,2005,78.78861788617887,2.5,3151260.1318359375,11.820225715,3.3773250579833998,5.920000076293945,,88.35707195,3464273.723333333,1856984.5266666666,28214299.72
North America,2006,78.97317073170733,2.5,3096805.0537109375,12.03022194,,5.4700000286102295,,88.586669395,3440192.94,1857964.29,28449447.73
North America,2007,79.15528455284554,2.5,3153974.9145507812,12.191912649999999,4.7664098739624,5.329999923706055,,88.816085165,3439141.2466666666,1853927.2666666666,28690430.98666667
North America,2008,79.32357723577236,2.5,3054424.9267578125,12.43705654,4.62612009048462,5.960000038146974,,89.04518874,3402007.683333333,1833587.49,29061938.39333333
North America,2009,79.59126829268293,2.5,2838875.0915527344,13.475334165,3.564890027046205,8.795000076293945,,89.27397880000001,3369626.2466666666,1799603.1633333333,29353135.179999996
North America,2010,79.69211382113821,2.5,2964559.9365234375,13.477538110000001,3.8315299749374354,8.845000267028809,,89.49478622000001,3344185.5866666664,1755101.9600000002,29593888.216666665
North America,2011,80.41430894308944,2.5,2861445.037841797,13.299514769999998,5.26205015182495,8.23000001907349,,89.71547839,3375187.5833333335,1752521.5433333332,30034234.350000005
North America,2012,80.68934959349595,2.5,2751135.040283203,13.34090662,,7.679999828338625,,89.9359034,3386554.376666667,1751300.26,30453073.879999995
North America,2013,80.35422764227643,2.5,2823880.0354003906,13.234827515,,7.2200000286102295,,90.15624803,3404486.1566666667,1762433.5200000003,30948913.44333334
North America,2014,80.47959349593496,2.5,2834444.9768066406,13.250929355,1.5368800163269,6.53999996185303,,90.376519835,3448970.596666666,1770552.58,31502751.833333332
North America,2015,80.53414634146343,2.5,2774704.9865722656,13.628638745,3.22752505540848,6.0950000286102295,,90.564203225,3552308.85,1779583.0966666667,32141812.80333333
North America,2016,80.55536585365854,2.5,2725665.008544922,13.933642384999999,4.79815006256104,5.93499994277954,,90.75166379000001,3661694.3800000004,1793440.7000000002,32877483.886666667
North America,2017,80.62699186991871,2.5,2693725.067138672,13.82060957,3.2170900106430054,5.350000143051145,,90.93893066,3651735.6266666665,1782603.1066666665,33394330.959999997
North America,2018,80.779837398374,2.5,2777700.0427246094,13.746739864999999,4.91233015060425,4.86500000953674,,91.130384175,3648255.69,1787029.8533333333,34148695.52666666
North America,2019,80.9010569105691,2.5,2698965.118408203,13.805770395,,4.66499996185303,,91.32167634,3683330.5666666664,1799862.6433333333,34875433.056666665
South Asia,2001,64.523375,23.900000000000002,136863.75,4.321164744285714,3.9320133527119965,4.388750053942205,,25.0783069105,8483275.1025,46663246.99875,31754220.7875
South Asia,2002,65.113625,23.400000000000002,141410.0018274039,5.0316748025,3.653949975967407,4.701750084757803,,26.1937839785,8184426.1075,45647261.275,32250194.529999997
South Asia,2003,65.670625,22.25,145437.50277161592,4.52693367,3.53030502796173,4.837875045835966,,27.44994818,7996506.0024999995,44514658.7825,32574607.09125
South Asia,2004,66.189625,21.016666666666666,156575.00574365226,4.8433050525,3.583813349405925,5.04137503355742,,28.8213368175,8420517.969999999,43589743.775,32740005.016250003
South Asia,2005,66.67175,20.05,163826.2459412223,4.971832425,3.6767285551343654,5.137750007212164,3.0714285714285716,30.095939497499998,8849539.706249999,42769885.4525,33672185.48125
South Asia,2006,67.122375,18.7,175194.9947103858,4.9587413675,3.0214642456599643,5.131124995648858,3.0,31.356517035000003,8382343.646249999,41719445.65875,34607328.49
South Asia,2007,67.5525,17.283333333333335,192528.74832600416,4.89143639875,2.9804300069808964,5.28362492099405,2.9375,32.6366574075,8481950.28625,40516358.09375,35473392.29
South Asia,2008,67.970375,16.05,203581.25134557448,5.22859445375,3.35397859982082,5.344374988228084,2.9375,33.922364965,8595337.6925,39445308.3375,36366689.40875
South Asia,2009,68.378375,15.166666666666666,222131.25056028328,5.02564978625,3.510192543268205,5.681999973952767,3.0625,35.1150501675,8596864.54125,38010590.096250005,36722448.66125
South Asia,2010,68.77562499999999,14.533333333333333,234669.99713703996,4.67313271875,3.178782905851093,5.267000079154963,3.0,36.305945915,8708510.45625,36918525.88125,37487539.58125
South Asia,2011,69.15950000000001,14.0,248001.2481883174,4.54310971375,3.138728737831116,5.112874992191795,3.0,37.49825419,8641607.487499999,35892497.394999996,38402663.98125
South Asia,2012,69.525375,13.633333333333333,267993.7426149845,4.565122485,2.8037699971880228,5.056624963879586,3.0,38.6913730875,8600716.311250001,34559481.45125,39164620.585
South Asia,2013,69.870375,13.1,275931.2561526898,4.76421546875,3.1886200159788136,5.29812493920326,3.0,39.8849080875,8452523.3525,33416625.33625,39939287.925
South Asia,2014,70.19550000000001,12.516666666666666,299607.51441866223,4.83425548875,3.44994165500005,5.052875027060515,2.9285714285714284,41.078535265,8182692.007499999,32050823.642500002,40411000.7975
South Asia,2015,70.502,12.216666666666667,303747.50341475016,5.103873163749999,3.855109998158047,5.187124967575072,3.0,42.271938035,8209251.756250001,30890917.366249997,41374250.17375
South Asia,2016,70.792375,11.833333333333334,311383.74977558857,5.47923904375,3.841149960245406,5.053874939680099,3.0,43.585353659999996,8120121.435,29206927.661250003,42165783.25375
South Asia,2017,71.070625,11.549999999999999,330253.7388354547,5.22377336,4.4097849925359105,5.064375013113023,2.9166666666666665,45.0405046325,8105594.143750001,28153777.759999998,42967727.8525
South Asia,2018,71.339125,11.583333333333334,346098.7407863147,5.26557826875,4.149450023969015,5.068875074386597,2.9166666666666665,46.483543715,8387325.33625,27255199.606250003,43940542.1275
South Asia,2019,71.600875,12.516666666666666,348010.00678539346,5.28655335375,3.4277952015399924,4.969500035047531,3.0,47.933994782499994,8485239.81625,26417216.21875,44806268.4375
Sub-Saharan Africa,2001,52.34560254988913,26.846875,12187.5,4.978173994634146,3.7679537435372663,8.559372095174563,,11.166259790666667,671576.6968181818,9842768.402727274,2420706.3686363637
Sub-Saharan Africa,2002,52.57244678492239,26.21875,12292.727390388878,5.060084047073171,3.544882059097292,8.71472090482712,,11.684734730611112,690078.7595454546,9849163.775227273,2475330.841818182
Sub-Saharan Africa,2003,52.93848503325942,25.671875,12989.318109540785,5.331374913170731,4.0100338231949575,8.744953568591628,,12.20899457,697983.7668181818,9849050.00068182,2525356.7427272727
Sub-Saharan Africa,2004,53.43683702882483,24.871875,13692.727133801038,5.604838603414634,3.7318738194612346,8.610674479673076,,12.731100356444445,706716.4252272728,9771617.577499999,2577768.2606818182
Sub-Saharan Africa,2005,53.9802477827051,23.946875,13782.954445616757,5.560765298536585,4.103735212926511,8.596488330253338,2.803030303030303,13.220343558555555,689598.2009090909,9639260.193181818,2629828.6988636362
Sub-Saharan Africa,2006,54.6219379157428,23.05,13781.818299469625,5.522012646341464,3.930848098718205,8.4985115638999,2.772727272727273,13.708995817444444,684929.6806818182,9450276.665909091,2688370.0013636365
Sub-Saharan Africa,2007,55.35219623059867,22.453125,14120.454529469669,5.548453484878048,3.6950125098228446,8.378883701424268,2.772727272727273,14.146101456666665,684454.4111363636,9217386.239318183,2734906.0722727273
Sub-Saharan Africa,2008,56.099685144124166,21.946875,15064.31794911623,5.376615957073171,3.7774228836808885,8.138534936794015,2.742424242424242,14.647873439499998,685648.5372727272,8981007.135681817,2776178.1677272725
Sub-Saharan Africa,2009,56.871758314855875,20.775000000000002,14552.727474069048,5.640153352682926,4.033060059547426,8.158953486486924,2.7205882352941178,15.144472445388889,695323.2872727272,8764717.1475,2827073.955909091
Sub-Saharan Africa,2010,57.64204268292683,19.55,15592.72715838796,5.632020286666666,3.985508503335895,8.462813988674519,2.7058823529411766,15.657941681833332,686704.9509090909,8567041.864545455,2876611.661590909
Sub-Saharan Africa,2011,58.38591407982262,18.346875,15548.182040960948,5.581907175238095,3.9971480131149284,8.288627897584156,2.764705882352941,16.168192355888888,693245.5011363636,8341056.911818182,2930741.1586363637
Sub-Saharan Africa,2012,59.15434146341463,18.0625,16188.636248253966,5.357860219523809,3.8575846622971928,8.105837217597076,2.7142857142857144,16.6620289275,691526.3597727274,8094165.316363636,2991802.2529545454
Sub-Saharan Africa,2013,59.812581485587586,18.25,17011.136603964995,5.602633444761905,3.946136381175067,8.004185989845633,2.7142857142857144,17.15666749788889,712912.7495454545,7893303.587954545,3054306.743863636
Sub-Saharan Africa,2014,60.44928769401331,18.853125,17682.499872859233,5.742328194523809,4.161265817848411,7.990488335143691,2.75,17.652500460333336,736355.5468181818,7729570.257954546,3119062.6877272725
Sub-Saharan Africa,2015,61.04552937915742,19.36875,17329.99994656579,5.825723128333333,4.260035405033513,8.089581323224447,2.7205882352941178,18.149716633388888,736760.0909090909,7540921.053409091,3185414.9020454544
Sub-Saharan Africa,2016,61.54787804878049,19.603125,17625.90947577901,5.750336091190476,4.064339044931771,8.18534886975621,2.7058823529411766,18.648078103499998,727238.5102272728,7369803.3338636365,3251645.6431818185
Sub-Saharan Africa,2017,61.99149168514412,19.63125,17792.272569442328,5.609714039302326,4.27143892314699,8.215837294279138,2.6714285714285713,19.147575407111113,738129.0327272727,7163434.799772727,3310951.126590909
Sub-Saharan Africa,2018,62.34667738359202,19.778125,17977.045565843586,5.585693536511628,4.189493901199764,8.19197673714438,2.7058823529411766,19.647712379444446,743042.1581818182,6952449.024090909,3367127.475909091
Sub-Saharan Africa,2019,62.715777161862526,20.45,18456.13672618163,5.45807502,4.20354224653805,8.266093018443089,2.7142857142857144,20.14844266361111,729887.8706818181,6810865.962272728,3428922.435227273
